Year,Category,Film,FilmId,Nominees,Winner
1969,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,In Need Of Special Care,,Jonathan Stedall,FALSE
1969,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Lion In Winter,,Anthony Harvey,FALSE
1969,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,2001: A Space Odyssey,,Stanley Kubrick,FALSE
1970,Actor,Dustin Hoffman,,Midnight Cowboy/John And Mary,TRUE
1970,Actor,Alan Bates,,Women In Love,FALSE
1970,Actor,Walter Matthau,,The Secret Life Of An American Wife/Hello Dolly!,FALSE
1970,Actor,Nicol Williamson,,Inadmissible Evidence,FALSE
1970,Actress,Maggie Smith,,The Prime Of Miss Jean Brodie,TRUE
1970,Actress,Mia Farrow,,Secret Ceremony/Rosemary's Baby/John And Mary,FALSE
1970,Actress,Glenda Jackson,,Women In Love,FALSE
1970,Actress,Barbra Streisand,,Funny Girl/Hello Dolly!,FALSE
1970,Animated Film,Category not awarded this year,,,TRUE
1970,Anthony Asquith Award for Original Film Music,Z,,Mikis Theodorakis,TRUE
1970,Anthony Asquith Award for Original Film Music,Secret Ceremony,,Richard Rodney Bennett,FALSE
1970,Anthony Asquith Award for Original Film Music,The Thomas Crown Affair,,Michel Legrand,FALSE
1970,Anthony Asquith Award for Original Film Music,Women In Love,,Georges Delerue,FALSE
1970,Art Direction,Oh! What A Lovely War,,Don Ashton,TRUE
1970,Art Direction,Hello Dolly!,,John De Cuir,FALSE
1970,Art Direction,War And Peace,,"Mikhail Bogdanov, Grennady Myasnikov",FALSE
1970,Art Direction,Women In Love,,Luciana Arrighi,FALSE
1970,Cinematography,Oh! What A Lovely War,,Gerry Turpin,TRUE
1970,Cinematography,Bullitt,,William A Fraker,FALSE
1970,Cinematography,Funny Girl/Hello Dolly!,,Harry Stradling,FALSE
1970,Cinematography,Women In Love/The  Magus,,Billy Williams,FALSE
1970,Costume Design,Oh! What A Lovely War,,Anthony Mendleson,TRUE
1970,Costume Design,Funny Girl,,Irene Sharaff,FALSE
1970,Costume Design,Isadora,,Ruth Myers,FALSE
1970,Costume Design,Women In Love,,Shirley Russell,FALSE
1970,Direction,Midnight Cowboy,,John Schlesinger,TRUE
1970,Direction,Bullitt,,Peter Yates,FALSE
1970,Direction,Oh! What A Lovely War,,Richard Attenborough,FALSE
1970,Direction,Women In Love,,Ken Russell,FALSE
1970,Editing,Midnight Cowboy,,Hugh A Robertson,TRUE
1970,Editing,Bullitt,,Frank P Keller,FALSE
1970,Editing,Oh! What A Lovely War,,Kevin Connor,FALSE
1970,Editing,Z,,Françoise Bonnot,FALSE
1970,Film,Midnight Cowboy,,,TRUE
1970,Film,Oh! What A Lovely War,,,FALSE
1970,Film,Women In Love,,,FALSE
1970,Film,Z,,,FALSE
1970,Most Promising Newcomer To Leading Film Roles,Jon Voight,,Midnight Cowboy,TRUE
1970,Most Promising Newcomer To Leading Film Roles,Kim Darby,,True Grit,FALSE
1970,Most Promising Newcomer To Leading Film Roles,Jennie Linden,,Women In Love,FALSE
1970,Most Promising Newcomer To Leading Film Roles,Ali McGraw,,"Goodbye, Columbus",FALSE
1970,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",Prologue,,National Film Board Of Canada,TRUE
1970,Screenplay,Midnight Cowboy,,Waldo Salt,TRUE
1970,Screenplay,"Goodbye, Columbus",,Arnold Schulman,FALSE
1970,Screenplay,Women In Love,,Larry Kramer,FALSE
1970,Screenplay,Z,,"Costa-Gavras, Jorge Semprun",FALSE
1970,Short Film,Picture To Post,,Sarah Erulkar,TRUE
1970,Short Film,Barbican,,Robin Cantelon,FALSE
1970,Short Film,Birthday,,Franc Roddam,FALSE
1970,Short Film,Test Of Violence,,Stuart Cooper,FALSE
1970,Soundtrack,Oh! What A Lovely War,,"Don Challis, Simon Kaye",TRUE
1970,Soundtrack,Battle Of Britain,,"Teddy Mason, James Shields",FALSE
1970,Soundtrack,Bullitt,,Edwin Scheid,FALSE
1970,Soundtrack,Isadora/Women In Love,,Terry Rawlings,FALSE
1970,Specialised Film,Let There Be Light,,Peter De Normanville,TRUE
1970,Specialised Film,The Behaviour Game,,Ronald Spencer,FALSE
1970,Specialised Film,Isotopes In Action,,Ken McCready,FALSE
1970,Specialised Film,Mullardability,,Rene Basilico,FALSE
1970,Supporting Actor,Oh! What A Lovely War,,Laurence Olivier,TRUE
1970,Supporting Actor,"Goodbye, Columbus",,Jack Klugman,FALSE
1970,Supporting Actor,Easy Rider,,Jack Nicholson,FALSE
1970,Supporting Actor,Bullitt,,Robert Vaughn,FALSE
1970,Supporting Actress,The Prime Of Miss Jean Brodie,,Celia Johnson,TRUE
1970,Supporting Actress,Three Into Two Won't Go,,Peggy Ashcroft,FALSE
1970,Supporting Actress,The Prime Of Miss Jean Brodie,,Pamela Franklin,FALSE
1970,Supporting Actress,Oh! What A Lovely War,,Mary Wimbush,FALSE
1970,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Oh! What A Lovely War,,,TRUE
1970,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Ådalen '31,,,FALSE
1970,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Midnight Cowboy,,,FALSE
1970,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Z,,,FALSE
1971,Actor,Robert Redford,,Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here/Downhill Racer,TRUE
1971,Actor,Elliott Gould,,Bob And Carol And Ted And Alice/M*A*S*H,FALSE
1971,Actor,Paul Newman,,Butch Cassidy And The Sundance Kid,FALSE
1971,Actor,George C Scott,,Patton: Lust For Glory,FALSE
1971,Actress,Katharine Ross,,Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here,TRUE
1971,Actress,Jane Fonda,,"They Shoot Horses, Don't They?",FALSE
1971,Actress,Goldie Hawn,,Cactus Flower/There's A Girl In My Soup,FALSE
1971,Actress,Sarah Miles,,Ryan's Daughter,FALSE
1971,Animated Film,Henry Nine 'Til Five,,Bob Godfrey,TRUE
1971,Animated Film,Children And Cars,,John Halas,FALSE
1971,Animated Film,Espolio,,Sidney Goldsmith,FALSE
1971,Animated Film,It's Tough To Be A Bird,,Ward Kimball,FALSE
1971,Anthony Asquith Memorial Award,Butch Cassidy And The Sundance Kid,,Burt Bacharach,TRUE
1971,Anthony Asquith Memorial Award,Alice's Restaurant,,Arlo Guthrie,FALSE
1971,Anthony Asquith Memorial Award,Figures In A Landscape,,Richard Rodney Bennett,FALSE
1971,Anthony Asquith Memorial Award,The Railway Children,,Johnny Douglas,FALSE
1971,Art Direction,Waterloo,,Mario Garbuglia,TRUE
1971,Art Direction,Anne Of The Thousand Days,,Maurice Carter,FALSE
1971,Art Direction,Ryan's Daughter,,Stephen Grimes,FALSE
1971,Art Direction,Scrooge,,Terry Marsh,FALSE
1971,Cinematography,Butch Cassidy And The Sundance Kid,,Conrad Hall,TRUE
1971,Cinematography,Catch 22,,David Watkin,FALSE
1971,Cinematography,Ryan's Daughter,,Freddie Young,FALSE
1971,Cinematography,Waterloo,,Armando Nannuzzi,FALSE
1971,Costume Design,Waterloo,,Maria De Matteis,TRUE
1971,Costume Design,Anne Of The Thousand Days,,Margaret Furse,FALSE
1971,Costume Design,Cromwell,,Nino Novarese,FALSE
1971,Costume Design,Ryan's Daughter,,Jocelyn Rickards,FALSE
1971,Direction,Butch Cassidy And The Sundance Kid,,George Roy Hill,TRUE
1971,Direction,Kes,,Ken Loach,FALSE
1971,Direction,M*A*S*H,,Robert Altman,FALSE
1971,Direction,Ryan's Daughter,,David Lean,FALSE
1971,Fellowship,,,Alfred Hitchcock,TRUE
1971,Film,Butch Cassidy And The Sundance Kid,,,TRUE
1971,Film,Kes,,,FALSE
1971,Film,M*A*S*H,,,FALSE
1971,Film,Ryan's Daughter,,,FALSE
1971,Film Editing,Butch Cassidy And The Sundance Kid,,"John C Howard, Richard C Meyer",TRUE
1971,Film Editing,M*A*S*H,,Danford B Greene,FALSE
1971,Film Editing,Ryan's Daughter,,Norman Savage,FALSE
1971,Film Editing,"They Shoot Horses, Don't They?",,Frederic Steinkamp,FALSE
1971,Most Promising Newcomer To Leading Film Roles,David Bradley,,Kes,TRUE
1971,Most Promising Newcomer To Leading Film Roles,Liza Minnelli,,Pookie,FALSE
1971,Most Promising Newcomer To Leading Film Roles,Michael Sarrazin,,"They Shoot Horses, Don't They?",FALSE
1971,Most Promising Newcomer To Leading Film Roles,Sally Thomsett,,The Railway Children,FALSE
1971,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",Sad Song Of Yellow Skin,,National Film Board Of Canada,TRUE
1971,Screenplay,Butch Cassidy And The Sundance Kid,,William Goldman,TRUE
1971,Screenplay,Bob And Carol And Ted And Alice,,"Paul Mazursky, Larry Tucker",FALSE
1971,Screenplay,Kes,,"Barry Hines, Ken Loach, Tony Garnett",FALSE
1971,Screenplay,"They Shoot Horses, Don't They?",,"James Poe, Robert E Thompson",FALSE
1971,Short Film,The Shadow Of Progress,,Derek Williams,TRUE
1971,Short Film,Blake,,William Mason,FALSE
1971,Short Film,The Gallery,,Philip Mark Law,FALSE
1971,Short Film,The Winds Of Fogo,,Colin Low,FALSE
1971,Soundtrack,Butch Cassidy And The Sundance Kid,,"Don Hall, David Dockendorf, William Edmundson",TRUE
1971,Soundtrack,M*A*S*H,,"Don Hall, David Dockendorf, Bernard Freericks",FALSE
1971,Soundtrack,Patton: Lust For Glory,,"Don Hall, Douglas Williams, Don J Bassman",FALSE
1971,Soundtrack,Ryan's Daughter,,"Winston Ryder, Gordon McCallum",FALSE
1971,Specialised Film,The Rise And Fall Of The Great Lakes,,William Mason,TRUE
1971,Specialised Film,Continental Drift,,Co Hoedeman,FALSE
1971,Specialised Film,Policeman,,Eric Marquis,FALSE
1971,Specialised Film,A Study In Change,,Michael Orrom,FALSE
1971,Supporting Actor,Kes,,Colin Welland,TRUE
1971,Supporting Actor,The Railway Children,,Bernard Cribbins,FALSE
1971,Supporting Actor,Ryan's Daughter,,John Mills,FALSE
1971,Supporting Actor,"They Shoot Horses, Don't They?",,Gig Young,FALSE
1971,Supporting Actress,"They Shoot Horses, Don't They?",,Susannah York,TRUE
1971,Supporting Actress,Ryan's Daughter,,Yvonne Crowley,FALSE
1971,Supporting Actress,The Watermelon Man,,Estelle Parsons,FALSE
1971,Supporting Actress,Airport,,Maureen Stapleton,FALSE
1971,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,M*A*S*H,,,TRUE
1971,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Catch 22,,,FALSE
1971,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Confession (L'Aveu),,,FALSE
1971,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Kes,,,FALSE
1972,Actor,Peter Finch,,"Sunday, Bloody Sunday",TRUE
1972,Actor,Dirk Bogarde,,Death In Venice,FALSE
1972,Actor,Albert Finney,,Gumshoe,FALSE
1972,Actor,Dustin Hoffman,,Little Big Man,FALSE
1972,Actress,Glenda Jackson,,"Sunday, Bloody Sunday",TRUE
1972,Actress,Lynn Carlin,,Taking Off,FALSE
1972,Actress,Julie Christie,,The Go-Between,FALSE
1972,Actress,Jane Fonda,,Klute,FALSE
1972,Actress,Nanette Newman,,The Raging Moon,FALSE
1972,Animated Film,Category not awarded this year,,,TRUE
1972,Anthony Asquith Memorial Award,Summer Of '42,,Michel Legrand,TRUE
1972,Anthony Asquith Memorial Award,Little Big Man,,John Hammond,FALSE
1972,Anthony Asquith Memorial Award,Shaft,,Isaac Hayes,FALSE
1972,Anthony Asquith Memorial Award,Traffic,,Charles Dumont,FALSE
1972,Art Direction,Death In Venice,,Ferdinando Scarfiotti,TRUE
1972,Art Direction,The Go-Between,,Carmen Dillon,FALSE
1972,Art Direction,Nicholas And Alexandra,,John Box,FALSE
1972,Art Direction,The Tales Of Beatrix Potter,,Christine Edzard,FALSE
1972,Cinematography,Death In Venice,,Pasquale De Santis,TRUE
1972,Cinematography,Fiddler On The Roof,,Oswald Morris,FALSE
1972,Cinematography,The Go-Between,,Gerry Fisher,FALSE
1972,Cinematography,"Sunday, Bloody Sunday",,Billy Williams,FALSE
1972,Costume Design,Death In Venice,,Piero Tosi,TRUE
1972,Costume Design,The Go-Between,,John Furniss,FALSE
1972,Costume Design,Nicholas And Alexandra,,"Yvonne Blake, Antonio Castillo",FALSE
1972,Costume Design,The Tales Of Beatrix Potter,,Christine Edzard,FALSE
1972,Direction,"Sunday, Bloody Sunday",,John Schlesinger,TRUE
1972,Direction,Death In Venice (Morte A Venezia),,Luchino Visconti,FALSE
1972,Direction,The Go-Between,,Joseph Losey,FALSE
1972,Direction,Taking Off,,Milos Forman,FALSE
1972,Fellowship,,,Freddie Young,TRUE
1972,Film,"Sunday, Bloody Sunday",,,TRUE
1972,Film,Death In Venice,,,FALSE
1972,Film,The Go-Between,,,FALSE
1972,Film,Taking Off,,,FALSE
1972,Film Editing,"Sunday, Bloody Sunday",,Richard Marden,TRUE
1972,Film Editing,Fiddler On The Roof,,"Antony Gibbs, Robert Lawrence",FALSE
1972,Film Editing,Performance,,Antony Gibbs,FALSE
1972,Film Editing,Taking Off,,John Carter,FALSE
1972,Most Promising Newcomer To Leading Film Roles,Dominic Guard,,The Go-Between,TRUE
1972,Most Promising Newcomer To Leading Film Roles,Gary Grimes,,Summer Of '42,FALSE
1972,Most Promising Newcomer To Leading Film Roles,Carrie Snodgress,,Diary Of A Mad Housewife,FALSE
1972,Most Promising Newcomer To Leading Film Roles,Janet Suzman,,Nicholas And Alexandra,FALSE
1972,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",The Hellstrom Chronicle,,Walon Green,TRUE
1972,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",Death Of A Legend,,Bill Mason,FALSE
1972,Screenplay,The Go-Between,,Harold Pinter,TRUE
1972,Screenplay,Gumshoe,,Neville Smith,FALSE
1972,Screenplay,"Sunday, Bloody Sunday",,Penelope Gilliatt,FALSE
1972,Screenplay,Taking Off,,"Milos Forman, John Guare, Jean-Claude Carrière, John Klein",FALSE
1972,Short Film,Alaska: The Great Land,,Derek Williams,TRUE
1972,Short Film,Big Horn,,Bill Schmalz,FALSE
1972,Short Film,The Long Memory,,John Phillips,FALSE
1972,Soundtrack,Death In Venice,,"Vittorio Trentino, Giuseppe Muratori",TRUE
1972,Soundtrack,Fiddler On The Roof,,"Les Wiggins, David Hildyard, Gordon McCallum",FALSE
1972,Soundtrack,The Go-Between,,"Garth Craven, Peter Handford, Hugh Strain",FALSE
1972,Soundtrack,"Sunday, Bloody Sunday",,"David Campling, Simon Kaye, Gerry Humphreys",FALSE
1972,Specialised Film,The Savage Voyage,,Eric Marquis,TRUE
1972,Specialised Film,Don't Go Down The...,,Leonard Lewis,FALSE
1972,Specialised Film,A Future For The Past,,Peter Bradford,FALSE
1972,Supporting Actor,The Go-Between,,Edward Fox,TRUE
1972,Supporting Actor,The Go-Between,,Michael Gough,FALSE
1972,Supporting Actor,Get Carter,,Ian Hendry,FALSE
1972,Supporting Actor,10 Rillington Place,,John Hurt,FALSE
1972,Supporting Actress,The Go-Between,,Margaret Leighton,TRUE
1972,Supporting Actress,Deep End,,Jane Asher,FALSE
1972,Supporting Actress,The Raging Moon,,Georgia Brown,FALSE
1972,Supporting Actress,Taking Off,,Georgia Engel,FALSE
1972,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Battle Of Algiers,,Gillo Pontecorvo,TRUE
1972,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Ballad Of Joe Hill,,,FALSE
1972,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,The Landlord,,,FALSE
1972,United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter,Little Big Man,,,FALSE
1973,Actor,Gene Hackman,,The French Connection/The Poseidon Adventure,TRUE
1973,Actor,Marlon Brando,,The Nightcomers/The Godfather,FALSE
1973,Actor,George C Scott,,They Might Be Giants/The Hospital,FALSE
1973,Actor,Robert Shaw,,Young Winston,FALSE
1973,Actress,Liza Minnelli,,Cabaret,TRUE
1973,Actress,Stéphane Audran,,The Butcher (Le Boucher),FALSE
1973,Actress,Anne Bancroft,,Young Winston,FALSE
1973,Actress,Dorothy Tutin,,Savage Messiah,FALSE
1973,Animated Film,Category not awarded this year,,,TRUE
1973,Anthony Asquith Memorial Award,The Godfather,,Nino Rota,TRUE
1973,Anthony Asquith Memorial Award,Lady Caroline Lamb,,Richard Rodney Bennett,FALSE
1973,Anthony Asquith Memorial Award,Macbeth,,The Third Ear Band,FALSE
1973,Anthony Asquith Memorial Award,Young Winston,,Alfred Ralston,FALSE
1973,Art Direction,Cabaret,,Rolf Zehetbauer,TRUE
1973,Art Direction,A Clockwork Orange,,John Barry,FALSE
1973,Art Direction,Lady Caroline Lamb,,Carmen Dillon,FALSE
1973,Art Direction,Young Winston,,"Geoffrey Drake, Don Ashton",FALSE
1973,Cinematography,Cabaret/Alice's Adventures In Wonderland,,Geoffrey Unsworth,TRUE
1973,Cinematography,A Clockwork Orange,,John Alcott,FALSE
1973,Cinematography,The Garden Of The Finzi-Continis (Il Giardino Dei Finzi-Contini),,Ennio Guarnieri,FALSE
1973,Cinematography,Mccabe And Mrs Miller/Images/Deliverance,,Vilmos Zsigmond,FALSE
1973,Costume Design,Young Winston/Macbeth/Alice's Adventures In Wonderland,,Anthony Mendleson,TRUE
1973,Costume Design,Cabaret,,Charlotte Flemming,FALSE
1973,Costume Design,The Godfather,,Anna Hill Johnstone,FALSE
1973,Direction,Cabaret,,Bob Fosse,TRUE
1973,Direction,A Clockwork Orange,,Stanley Kubrick,FALSE
1973,Direction,The French Connection,,William Friedkin,FALSE
1973,Direction,The Last Picture Show,,Peter Bogdanovich,FALSE
1973,Film,Cabaret,,,TRUE
1973,Film,A Clockwork Orange,,,FALSE
1973,Film,The French Connection,,,FALSE
1973,Film,The Last Picture Show,,,FALSE
1973,Film Editing,The French Connection,,Gerry Greenberg,TRUE
1973,Film Editing,Cabaret,,David Bretherton,FALSE
1973,Film Editing,A Clockwork Orange,,Bill Butler,FALSE
1973,Film Editing,Deliverance,,Tom Priestley,FALSE
1973,John Grierson Award (Short Film),Memorial,,,TRUE
1973,John Grierson Award (Short Film),History Of The Motor Car,,,FALSE
