Year,CanonicalCategory,Category,Film,FilmId,Nominees,Winner,Detail
1992,SHORT FILM (Animated),Short Film (Animated),Adam,tt0101270,Peter Lord,,
1992,SHORT FILM (Animated),Short Film (Animated),Mona Lisa Descending a Staircase,tt0104908,Joan C. Gratz,TRUE,
1992,SHORT FILM (Animated),Short Film (Animated),"Reci, Reci, Reci... (Words, Words, Words)",tt0105224,Michaela Pavlátová,,
1992,SHORT FILM (Animated),Short Film (Animated),The Sandman,tt0105311,Paul Berry,,
1992,SHORT FILM (Animated),Short Film (Animated),Screen Play,tt0105335,Barry J.C. Purves,,
1992,SHORT FILM (Live Action),Short Film (Live Action),Contact,tt0104007,"Jonathan Darby, Jana Sue Memel",,
1992,SHORT FILM (Live Action),Short Film (Live Action),Cruise Control,tt0104032,Matt Palmieri,,
1992,SHORT FILM (Live Action),Short Film (Live Action),The Lady in Waiting,tt0104669,Christian M. Taylor,,
1992,SHORT FILM (Live Action),Short Film (Live Action),Omnibus,tt0105051,Sam Karmann,TRUE,
1992,SHORT FILM (Live Action),Short Film (Live Action),Swan Song,tt0105506,"Kenneth Branagh, David Parfitt",,
1992,SOUND MIXING,Sound Mixing,Aladdin,tt0103639,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",,
1992,SOUND MIXING,Sound Mixing,A Few Good Men,tt0104257,"Kevin O'Connell, Rick Kline, Bob Eber",,
1992,SOUND MIXING,Sound Mixing,The Last of the Mohicans,tt0104691,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",TRUE,
1992,SOUND MIXING,Sound Mixing,Under Siege,tt0105690,"Don Mitchell, Frank A. Montaño, Rick Hart, Scott Smith",,
1992,SOUND MIXING,Sound Mixing,Unforgiven,tt0105695,"Les Fresholtz, Vern Poore, Dick Alexander, Rob Young",,
1992,SOUND EDITING,Sound Editing,Aladdin,tt0103639,Mark Mangini,,
1992,SOUND EDITING,Sound Editing,Bram Stoker's Dracula,tt0103874,"Tom C. McCarthy, David E. Stone",TRUE,
1992,SOUND EDITING,Sound Editing,Under Siege,tt0105690,"John Leveque, Bruce Stambler",,
1992,VISUAL EFFECTS,Visual Effects,Alien 3,tt0103644,"Richard Edlund, Alec Gillis, Tom Woodruff Jr., George Gibbs",,
1992,VISUAL EFFECTS,Visual Effects,Batman Returns,tt0103776,"Michael Fink, Craig Barron, John Bruno, Dennis Skotak",,
1992,VISUAL EFFECTS,Visual Effects,Death Becomes Her,tt0104070,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff Jr.",TRUE,
1992,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Enchanted April,tt0101811,Peter Barnes,,
1992,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Howards End,tt0104454,Ruth Prawer Jhabvala,TRUE,
1992,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Player,tt0105151,Michael Tolkin,,
1992,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),A River Runs through It,tt0105265,Richard Friedenberg,,
1992,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Scent of a Woman,tt0105323,Bo Goldman,,
1992,WRITING (Original Screenplay),Writing (Original Screenplay),The Crying Game,tt0104036,Neil Jordan,TRUE,
1992,WRITING (Original Screenplay),Writing (Original Screenplay),Husbands and Wives,tt0104466,Woody Allen,,
1992,WRITING (Original Screenplay),Writing (Original Screenplay),Lorenzo's Oil,tt0104756,"George Miller, Nick Enright",,
1992,WRITING (Original Screenplay),Writing (Original Screenplay),Passion Fish,tt0105107,John Sayles,,
1992,WRITING (Original Screenplay),Writing (Original Screenplay),Unforgiven,tt0105695,David Webb Peoples,,
1992,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Audrey Hepburn,TRUE,
1992,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Elizabeth Taylor,TRUE,
1992,HONORARY AWARD,Honorary Award,,,Federico Fellini,TRUE,
1992,GORDON E. SAWYER AWARD,Gordon E. Sawyer Award,,,Erich Kaestner,TRUE,
1992,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),Scientific and Technical Award (Academy Award of Merit),,,CHADWELL O'CONNOR,TRUE,Stage Operations
1992,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Loren Carpenter, Rob Cook, Ed Catmull, Tom Porter, Pat Hanrahan, Tony Apodaca, Darwyn Peachey",TRUE,Special Photographic
1992,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Claus Wiedemann, Robert Orban, Dolby Laboratories",TRUE,Sound
1992,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,Ken Bates,TRUE,Stage Operations
1992,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Al Mayer, Iain Neil, George Kraemer, Hans Spirawski, Bill Eslick, Don Earl",TRUE,Camera
1992,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Douglas Trumbull, Geoffrey H. Williamson, Robert D. Auguste, Edmund M. Di Giulio",TRUE,Camera
1992,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Arnold Richter, Otto Blaschek, ARRI",TRUE,Camera
1992,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,IRA TIFFEN,TRUE,Lenses and Filters
1992,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,ROBERT R. BURTON,TRUE,Sound
1992,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Iain Neil, Kaz Fudano",TRUE,Lenses and Filters
1992,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Tom Brigham, Douglas Smythe, Industrial Light & Magic",TRUE,Special Photographic
1992,AWARD OF COMMENDATION,Award of Commendation,,,The International Alliance of Theatrical Stage Employees,TRUE,
1992,MEDAL OF COMMENDATION,Medal of Commendation,,,Petro Vlahos,TRUE,
1993,ACTOR IN A LEADING ROLE,Actor in a Leading Role,In the Name of the Father,tt0107207,Daniel Day-Lewis,,Gerry Conlon
1993,ACTOR IN A LEADING ROLE,Actor in a Leading Role,What's Love Got to Do with It,tt0108551,Laurence Fishburne,,Ike Turner
1993,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Philadelphia,tt0107818,Tom Hanks,TRUE,Andrew Beckett
1993,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Remains of the Day,tt0107943,Anthony Hopkins,,Mr. Stevens
1993,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Schindler's List,tt0108052,Liam Neeson,,Oskar Schindler
1993,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,What's Eating Gilbert Grape,tt0108550,Leonardo DiCaprio,,Arnie Grape
1993,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Schindler's List,tt0108052,Ralph Fiennes,,Amon Goeth
1993,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Fugitive,tt0106977,Tommy Lee Jones,TRUE,Samuel Gerard
1993,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,In the Line of Fire,tt0107206,John Malkovich,,Mitch Leary
1993,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,In the Name of the Father,tt0107207,Pete Postlethwaite,,Giuseppe Conlon
1993,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,What's Love Got to Do with It,tt0108551,Angela Bassett,,Tina Turner
1993,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Six Degrees of Separation,tt0108149,Stockard Channing,,Ouisa Kittredge
1993,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Piano,tt0107822,Holly Hunter,TRUE,Ada
1993,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Remains of the Day,tt0107943,Emma Thompson,,Miss Kenton
1993,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Shadowlands,tt0108101,Debra Winger,,Joy Gresham
1993,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Firm,tt0106918,Holly Hunter,,Tammy Hemphill
1993,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Piano,tt0107822,Anna Paquin,TRUE,Flora
1993,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Fearless,tt0106881,Rosie Perez,,Carla Rodrigo
1993,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Age of Innocence,tt0106226,Winona Ryder,,May Welland
1993,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,In the Name of the Father,tt0107207,Emma Thompson,,Gareth Peirce
1993,ART DIRECTION,Art Direction,Addams Family Values,tt0106220,"Ken Adam, Marvin March",,
1993,ART DIRECTION,Art Direction,The Age of Innocence,tt0106226,"Dante Ferretti, Robert J. Franco",,
1993,ART DIRECTION,Art Direction,Orlando,tt0107756,"Ben Van Os, Jan Roelfs",,
1993,ART DIRECTION,Art Direction,The Remains of the Day,tt0107943,"Luciana Arrighi, Ian Whittaker",,
1993,ART DIRECTION,Art Direction,Schindler's List,tt0108052,"Allan Starski, Ewa Braun",TRUE,
1993,CINEMATOGRAPHY,Cinematography,Farewell My Concubine,tt0106332,Gu Changwei,,
1993,CINEMATOGRAPHY,Cinematography,The Fugitive,tt0106977,Michael Chapman,,
1993,CINEMATOGRAPHY,Cinematography,The Piano,tt0107822,Stuart Dryburgh,,
1993,CINEMATOGRAPHY,Cinematography,Schindler's List,tt0108052,Janusz Kaminski,TRUE,
1993,CINEMATOGRAPHY,Cinematography,Searching for Bobby Fischer,tt0108065,Conrad L. Hall,,
1993,COSTUME DESIGN,Costume Design,The Age of Innocence,tt0106226,Gabriella Pescucci,TRUE,
1993,COSTUME DESIGN,Costume Design,Orlando,tt0107756,Sandy Powell,,
1993,COSTUME DESIGN,Costume Design,The Piano,tt0107822,Janet Patterson,,
1993,COSTUME DESIGN,Costume Design,The Remains of the Day,tt0107943,"Jenny Beavan, John Bright",,
1993,COSTUME DESIGN,Costume Design,Schindler's List,tt0108052,Anna Biedrzycka-Sheppard,,
1993,DIRECTING,Directing,In the Name of the Father,tt0107207,Jim Sheridan,,
1993,DIRECTING,Directing,The Piano,tt0107822,Jane Campion,,
1993,DIRECTING,Directing,The Remains of the Day,tt0107943,James Ivory,,
1993,DIRECTING,Directing,Schindler's List,tt0108052,Steven Spielberg,TRUE,
1993,DIRECTING,Directing,Short Cuts,tt0108122,Robert Altman,,
1993,DOCUMENTARY (Feature),Documentary (Feature),The Broadcast Tapes of Dr. Peter,tt0106485,"David Paperny, Arthur Ginsberg",,
1993,DOCUMENTARY (Feature),Documentary (Feature),Children of Fate,tt0106556,"Susan Todd, Andrew Young",,
1993,DOCUMENTARY (Feature),Documentary (Feature),For Better or for Worse,tt0106939,"David Collier, Betsy Thompson",,
1993,DOCUMENTARY (Feature),Documentary (Feature),I Am a Promise: The Children of Stanton Elementary School,tt0107177,"Susan Raymond, Alan Raymond",TRUE,
1993,DOCUMENTARY (Feature),Documentary (Feature),The War Room,tt0108515,"D.A. Pennebaker, Chris Hegedus",,
1993,DOCUMENTARY (Short Subject),Documentary (Short Subject),Blood Ties: The Life and Work of Sally Mann,tt0106431,"Steven Cantor, Peter Spirer",,
1993,DOCUMENTARY (Short Subject),Documentary (Short Subject),Chicks in White Satin,tt0106555,"Elaine Holliman, Jason Schneider",,
1993,DOCUMENTARY (Short Subject),Documentary (Short Subject),Defending Our Lives,tt0106694,"Margaret Lazarus, Renner Wunderlich",TRUE,
1993,FILM EDITING,Film Editing,The Fugitive,tt0106977,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",,
1993,FILM EDITING,Film Editing,In the Line of Fire,tt0107206,Anne V. Coates,,
1993,FILM EDITING,Film Editing,In the Name of the Father,tt0107207,Gerry Hambling,,
1993,FILM EDITING,Film Editing,The Piano,tt0107822,Veronika Jenet,,
1993,FILM EDITING,Film Editing,Schindler's List,tt0108052,Michael Kahn,TRUE,
1993,INTERNATIONAL FEATURE FILM,International Feature Film,Belle Epoque,tt0103791,,TRUE,
1993,INTERNATIONAL FEATURE FILM,International Feature Film,Farewell My Concubine,tt0106332,,,
1993,INTERNATIONAL FEATURE FILM,International Feature Film,Hedd Wyn,tt0104403,,,
1993,INTERNATIONAL FEATURE FILM,International Feature Film,The Scent of Green Papaya,tt0107617,,,
1993,INTERNATIONAL FEATURE FILM,International Feature Film,The Wedding Banquet,tt0107156,,,
1993,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Mrs. Doubtfire,tt0107614,"Greg Cannom, Ve Neill, Yolanda Toussieng",TRUE,
1993,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Philadelphia,tt0107818,"Carl Fullerton, Alan D'Angerio",,
1993,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Schindler's List,tt0108052,"Christina Smith, Matthew Mungle, Judy Alexander Cory",,
1993,MUSIC (Original Score),Music (Original Score),The Age of Innocence,tt0106226,Elmer Bernstein,,
1993,MUSIC (Original Score),Music (Original Score),The Firm,tt0106918,Dave Grusin,,
1993,MUSIC (Original Score),Music (Original Score),The Fugitive,tt0106977,James Newton Howard,,
1993,MUSIC (Original Score),Music (Original Score),The Remains of the Day,tt0107943,Richard Robbins,,
1993,MUSIC (Original Score),Music (Original Score),Schindler's List,tt0108052,John Williams,TRUE,
1993,MUSIC (Original Song),Music (Original Song),Poetic Justice,tt0107840,"Janet Jackson, James Harris III, Terry Lewis",,Again
1993,MUSIC (Original Song),Music (Original Song),Beethoven's 2nd,tt0106375,"Carole Bayer Sager, James Ingram, Clif Magness",,The Day I Fall In Love
1993,MUSIC (Original Song),Music (Original Song),Philadelphia,tt0107818,Neil Young,,Philadelphia
1993,MUSIC (Original Song),Music (Original Song),Philadelphia,tt0107818,Bruce Springsteen,TRUE,Streets Of Philadelphia
1993,MUSIC (Original Song),Music (Original Song),Sleepless in Seattle,tt0108160,"Marc Shaiman, Ramsey McLean",,A Wink And A Smile
1993,BEST PICTURE,Best Picture,The Fugitive,tt0106977,Arnold Kopelson,,
1993,BEST PICTURE,Best Picture,In the Name of the Father,tt0107207,Jim Sheridan,,
1993,BEST PICTURE,Best Picture,The Piano,tt0107822,Jan Chapman,,
1993,BEST PICTURE,Best Picture,The Remains of the Day,tt0107943,"Mike Nichols, John Calley, Ismail Merchant",,
1993,BEST PICTURE,Best Picture,Schindler's List,tt0108052,"Steven Spielberg, Gerald R. Molen, Branko Lustig",TRUE,
1993,SHORT FILM (Animated),Short Film (Animated),Blindscape,tt0106428,Stephen Palmer,,
1993,SHORT FILM (Animated),Short Film (Animated),The Mighty River,tt0107574,"Frédéric Back, Hubert Tison",,
1993,SHORT FILM (Animated),Short Film (Animated),Small Talk,tt0108165,"Bob Godfrey, Kevin Baldwin",,
1993,SHORT FILM (Animated),Short Film (Animated),The Village,tt0108494,Mark Baker,,
1993,SHORT FILM (Animated),Short Film (Animated),The Wrong Trousers,tt0108598,Nick Park,TRUE,
1993,SHORT FILM (Live Action),Short Film (Live Action),Black Rider (Schwarzfahrer),tt0108056,Pepe Danquart,TRUE,
1993,SHORT FILM (Live Action),Short Film (Live Action),Down on the Waterfront,tt0106766,"Stacy Title, Jonathan Penner",,
1993,SHORT FILM (Live Action),Short Film (Live Action),The Dutch Master,tt0112917,"Susan Seidelman, Jonathan Brett",,
1993,SHORT FILM (Live Action),Short Film (Live Action),Partners,tt0110781,"Peter Weller, Jana Sue Memel",,
1993,SHORT FILM (Live Action),Short Film (Live Action),The Screw (La Vis),tt0108498,Didier Flamand,,
1993,SOUND MIXING,Sound Mixing,Cliffhanger,tt0106582,"Michael Minkler, Bob Beemer, Tim Cooney",,
1993,SOUND MIXING,Sound Mixing,The Fugitive,tt0106977,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Scott D. Smith",,
1993,SOUND MIXING,Sound Mixing,Geronimo: An American Legend,tt0107004,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff",,
1993,SOUND MIXING,Sound Mixing,Jurassic Park,tt0107290,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",TRUE,
1993,SOUND MIXING,Sound Mixing,Schindler's List,tt0108052,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",,
1993,SOUND EDITING,Sound Editing,Cliffhanger,tt0106582,"Wylie Stateman, Gregg Baxter",,
1993,SOUND EDITING,Sound Editing,The Fugitive,tt0106977,"John Leveque, Bruce Stambler",,
1993,SOUND EDITING,Sound Editing,Jurassic Park,tt0107290,"Gary Rydstrom, Richard Hymns",TRUE,
1993,VISUAL EFFECTS,Visual Effects,Cliffhanger,tt0106582,"Neil Krepela, John Richardson, John Bruno, Pamela Easley",,
1993,VISUAL EFFECTS,Visual Effects,Jurassic Park,tt0107290,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",TRUE,
1993,VISUAL EFFECTS,Visual Effects,The Nightmare before Christmas,tt0107688,"Pete Kozachik, Eric Leighton, Ariel Velasco Shaw, Gordon Baker",,
1993,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Age of Innocence,tt0106226,"Jay Cocks, Martin Scorsese",,
1993,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),In the Name of the Father,tt0107207,"Terry George, Jim Sheridan",,
1993,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Remains of the Day,tt0107943,Ruth Prawer Jhabvala,,
1993,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Schindler's List,tt0108052,Steven Zaillian,TRUE,
1993,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Shadowlands,tt0108101,William Nicholson,,
1993,WRITING (Original Screenplay),Writing (Original Screenplay),Dave,tt0106673,Gary Ross,,
1993,WRITING (Original Screenplay),Writing (Original Screenplay),In the Line of Fire,tt0107206,Jeff Maguire,,
1993,WRITING (Original Screenplay),Writing (Original Screenplay),Philadelphia,tt0107818,Ron Nyswaner,,
1993,WRITING (Original Screenplay),Writing (Original Screenplay),The Piano,tt0107822,Jane Campion,TRUE,
1993,WRITING (Original Screenplay),Writing (Original Screenplay),Sleepless in Seattle,tt0108160,"Nora Ephron, David S. Ward, Jeff Arch",,
1993,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Paul Newman,TRUE,
1993,HONORARY AWARD,Honorary Award,,,Deborah Kerr,TRUE,
1993,GORDON E. SAWYER AWARD,Gordon E. Sawyer Award,,,Petro Vlahos,TRUE,
1993,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),Scientific and Technical Award (Academy Award of Merit),,,Panavision,TRUE,Lenses and Filters
1993,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),Scientific and Technical Award (Academy Award of Merit),,,MANFRED G. MICHELSON,TRUE,Laboratory
1993,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Mark Leather, Les Dittert, Douglas Smythe, George Joblove",TRUE,Systems
1993,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,Fritz Gabriel Bauer,TRUE,Camera
1993,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Wally Mills, Gary Stadler, Gustave Parada",TRUE,Lighting
1993,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Gary Nuzzi, David Johnsrud, William Blethen",TRUE,Lighting
1993,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,Harry J. Baker,TRUE,Stage Operations
1993,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,Michael Dorrough,TRUE,Sound
1993,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,David Degenkolb,TRUE,Laboratory
1994,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Shawshank Redemption,tt0111161,Morgan Freeman,,Red
1994,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Forrest Gump,tt0109830,Tom Hanks,TRUE,Forrest Gump
1994,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Madness of King George,tt0110428,Nigel Hawthorne,,King George III
1994,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Nobody's Fool,tt0110684,Paul Newman,,Sully
1994,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Pulp Fiction,tt0110912,John Travolta,,Vincent Vega
1994,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Pulp Fiction,tt0110912,Samuel L. Jackson,,Jules Winnfield
1994,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Ed Wood,tt0109707,Martin Landau,TRUE,Bela Lugosi
1994,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Bullets over Broadway,tt0109348,Chazz Palminteri,,Cheech
1994,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Quiz Show,tt0110932,Paul Scofield,,Mark Van Doren
1994,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Forrest Gump,tt0109830,Gary Sinise,,Lieutenant Dan
1994,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Nell,tt0110638,Jodie Foster,,Nell
1994,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Blue Sky,tt0109306,Jessica Lange,TRUE,Carly Marshall
1994,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Tom & Viv,tt0111454,Miranda Richardson,,Viv
1994,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Little Women,tt0110367,Winona Ryder,,Jo March
1994,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Client,tt0109446,Susan Sarandon,,Reggie Love
1994,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Tom & Viv,tt0111454,Rosemary Harris,,Rose Haigh-Wood
1994,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Madness of King George,tt0110428,Helen Mirren,,Queen Charlotte
1994,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Pulp Fiction,tt0110912,Uma Thurman,,Mia
1994,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Bullets over Broadway,tt0109348,Jennifer Tilly,,Olive Neal
1994,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Bullets over Broadway,tt0109348,Dianne Wiest,TRUE,Helen Sinclair
1994,ART DIRECTION,Art Direction,Bullets over Broadway,tt0109348,"Santo Loquasto, Susan Bode",,
1994,ART DIRECTION,Art Direction,Forrest Gump,tt0109830,"Rick Carter, Nancy Haigh",,
1994,ART DIRECTION,Art Direction,Interview with the Vampire,tt0110148,"Dante Ferretti, Francesca Lo Schiavo",,
1994,ART DIRECTION,Art Direction,Legends of the Fall,tt0110322,"Lilly Kilvert, Dorree Cooper",,
1994,ART DIRECTION,Art Direction,The Madness of King George,tt0110428,"Ken Adam, Carolyn Scott",TRUE,
1994,CINEMATOGRAPHY,Cinematography,Forrest Gump,tt0109830,Don Burgess,,
1994,CINEMATOGRAPHY,Cinematography,Legends of the Fall,tt0110322,John Toll,TRUE,
1994,CINEMATOGRAPHY,Cinematography,Red,tt0111495,Piotr Sobocinski,,
1994,CINEMATOGRAPHY,Cinematography,The Shawshank Redemption,tt0111161,Roger Deakins,,
1994,CINEMATOGRAPHY,Cinematography,Wyatt Earp,tt0111756,Owen Roizman,,
1994,COSTUME DESIGN,Costume Design,"The Adventures of Priscilla, Queen of the Desert",tt0109045,"Lizzy Gardiner, Tim Chappel",TRUE,
1994,COSTUME DESIGN,Costume Design,Bullets over Broadway,tt0109348,Jeffrey Kurland,,
1994,COSTUME DESIGN,Costume Design,Little Women,tt0110367,Colleen Atwood,,
1994,COSTUME DESIGN,Costume Design,Maverick,tt0110478,April Ferry,,
1994,COSTUME DESIGN,Costume Design,Queen Margot,tt0110963,Moidele Bickel,,
1994,DIRECTING,Directing,Bullets over Broadway,tt0109348,Woody Allen,,
1994,DIRECTING,Directing,Forrest Gump,tt0109830,Robert Zemeckis,TRUE,
1994,DIRECTING,Directing,Pulp Fiction,tt0110912,Quentin Tarantino,,
1994,DIRECTING,Directing,Quiz Show,tt0110932,Robert Redford,,
1994,DIRECTING,Directing,Red,tt0111495,Krzysztof Kieslowski,,
1994,DOCUMENTARY (Feature),Documentary (Feature),Complaints of a Dutiful Daughter,tt0109465,Deborah Hoffmann,,
1994,DOCUMENTARY (Feature),Documentary (Feature),D-Day Remembered,tt0094416,Charles Guggenheim,,
1994,DOCUMENTARY (Feature),Documentary (Feature),Freedom on My Mind,tt0109839,"Connie Field, Marilyn Mulford",,
1994,DOCUMENTARY (Feature),Documentary (Feature),A Great Day in Harlem,tt0109934,Jean Bach,,
1994,DOCUMENTARY (Feature),Documentary (Feature),Maya Lin: A Strong Clear Vision,tt0110480,"Freida Lee Mock, Terry Sanders",TRUE,
1994,DOCUMENTARY (Short Subject),Documentary (Short Subject),Blues Highway,tt0109308,"Vince DiPersio, Bill Guttentag",,
1994,DOCUMENTARY (Short Subject),Documentary (Short Subject),89mm od Europy (89mm from Europe),tt0109023,Marcel Lozinski,,
1994,DOCUMENTARY (Short Subject),Documentary (Short Subject),School of Assassins,tt0111088,Robert Richter,,
1994,DOCUMENTARY (Short Subject),Documentary (Short Subject),Straight from the Heart,tt0111295,"Dee Mosbacher, Frances Reid",,
1994,DOCUMENTARY (Short Subject),Documentary (Short Subject),A Time for Justice,tt0111436,Charles Guggenheim,TRUE,
1994,FILM EDITING,Film Editing,Forrest Gump,tt0109830,Arthur Schmidt,TRUE,
1994,FILM EDITING,Film Editing,Hoop Dreams,tt0110057,"Frederick Marx, Steve James, Bill Haugse",,
1994,FILM EDITING,Film Editing,Pulp Fiction,tt0110912,Sally Menke,,
1994,FILM EDITING,Film Editing,The Shawshank Redemption,tt0111161,Richard Francis-Bruce,,
1994,FILM EDITING,Film Editing,Speed,tt0111257,John Wright,,
1994,INTERNATIONAL FEATURE FILM,International Feature Film,Before the Rain,tt0110882,,,
1994,INTERNATIONAL FEATURE FILM,International Feature Film,Burnt by the Sun,tt0111579,,TRUE,
1994,INTERNATIONAL FEATURE FILM,International Feature Film,Eat Drink Man Woman,tt0111797,,,
1994,INTERNATIONAL FEATURE FILM,International Feature Film,Farinelli: Il Castrato,tt0109771,,,
1994,INTERNATIONAL FEATURE FILM,International Feature Film,Strawberry and Chocolate,tt0106966,,,
1994,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Ed Wood,tt0109707,"Rick Baker, Ve Neill, Yolanda Toussieng",TRUE,
1994,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Forrest Gump,tt0109830,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",,
1994,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Mary Shelley's Frankenstein,tt0109836,"Daniel Parker, Paul Engelen, Carol Hemming",,
1994,MUSIC (Original Score),Music (Original Score),Forrest Gump,tt0109830,Alan Silvestri,,
